Product,Price,Brand,Core,RAM,ScrSize,GraphicCard,Drive_Type,Capacity,OperSystem,Weight,Madein,Since,Shop,URL
Laptop HP 240 G8 i3 1115G4/8GB/256GB/Win11 (6L1A1PA),12190000,HP,Intel Core i3 Tiger Lake,8,14,Card tích hợp - Intel UHD Graphics,SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.47,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-240-g8-i3-6l1a1pa
Laptop Acer Aspire 3 A315 57 379K i3 1005G1/4GB/256GB/Win11 (NX.KAGSV.001),11990000,Acer,Intel Core i3 Ice Lake,4,15.6,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.7,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-3-a315-57-379k-i3-nxkagsv001
Laptop HP Pavilion 14 dv0520TU i3 1125G4/4GB/256GB/Win11 (46L92PA),11970000,HP,Intel Core i3 Tiger Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,Không hỗ trợ khe cắm HDD,Windows 11 Home SL,1.41,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-pavilion-14-dv0520tu-i3-win11-46l92pa
Laptop CHUWI CoreBook X i5 8259U/16GB/512GB/Win10,15490000,Chuwi,Intel Core i5 Coffee Lake,16,14,Card tích hợp - Intel Iris Plus Graphics 655,SSD,Hỗ trợ khe cắm SSD M.2 SATA3 (nâng cấp tối đa 1 TB),Windows 10 Home SL,1.5,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/chuwi-corebook-x-i5-8259u
Laptop HP 14s fq1066AU R5 5500U/8GB/256GB/Win11 (4K0Z6PA),11330000,HP,AMD Ryzen 5,8,14,Card tích hợp - AMD Radeon Graphics,SSD,Hỗ trợ khe cắm SSD M.2 SATA3 (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.47,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-14s-fq1066au-r5-4k0z6pa
Laptop Asus VivoBook X515EA i3 1115G4/8GB/256GB/Win11 (BR2046W),11190000,Asus,Intel Core i3 Tiger Lake,8,15.6,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.8,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ea-i3-br2046w
Laptop Asus VivoBook X415EA i3 1115G4/4GB/512GB/Win11 (EB638W),10990000,Asus,Intel Core i3 Tiger Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA,Windows 11 Home SL,1.55,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x415ea-i3-eb638w
Laptop Dell Inspiron 15 3515 R3 3250U/8GB/256GB/Office H&S/Win11 (G6GR71),10990000,Dell,AMD Ryzen 3,8,15.6,Card tích hợp - AMD Radeon Graphics,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL + Office Home & Student vĩnh viễn,1.81,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/dell-inspiron-15-3515-r3-g6gr71
Laptop HP 245 G8 R5 5500U/8GB/256GB/Win11 (61C65PA),10990000,HP,AMD Ryzen 5,8,14,Card tích hợp - AMD Radeon Graphics,SSD,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Windows 11 Home SL,1.47,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-245-g8-r5-61c65pa
Laptop Asus BR1100FKA N6000/4GB/128GB/Touch/Win10 (BP0660T),10490000,Asus,Intel Pentium,4,11.6,Card tích hợp - Intel UHD Graphics,SSD,128GB eMMC,Windows 10 Home,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-br1100fka-n6000-bp0660t
Laptop Acer Aspire 3 A314 35 P6NC N6000/4GB/512GB/Win11 (NX.A7SSV.006),,Acer,Intel Pentium,4,14,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA,Windows 11 Home SL,1.45,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/acer-aspire-3-a314-35-p6nc-nxa7ssv006
Laptop HP 240 G8 i3 1005G1/4GB/512GB/Win10 (519A5PA),9590000,HP,Intel Core i3 Ice Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB),Windows 10 Home SL,1.414,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-240-g8-i3-519a5pa
Laptop HP 240 G8 i3 1005G1/4GB/512GB/Win10 (519A8PA),9590000,HP,Intel Core i3 Ice Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,512 GB SSD NVMe PCIe,Windows 10 Home SL,1.47,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-240-g8-i3-519a8pa
Laptop CHUWI LarkBook X N5100/8GB/256GB/Win10,12190000,Chuwi,Intel Celeron,8,14,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm SSD M.2 SATA3 (nâng cấp tối đa 1 TB),Windows 10 Home SL,1.4,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/chuwi-larkbook-x-n5100
Laptop Asus ExpertBook P2451F i3 10110U/4GB/256GB/Win10 (BV3136T),9590000,Asus,Intel Core i3 Comet Lake,4,14,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA,Windows 10 Home SL,1.52,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-expertbook-p2451f-i3-bv3136t
Laptop HP 245 G8 R3 5300U/4GB/256GB/Win11 (63T27PA),9090000,HP,AMD Ryzen 3,4,14,Card tích hợp - AMD Radeon Graphics,SSD,Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1 TB),Windows 11 Home SL,1.47,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-245-r3-win11-63t27pa
Laptop Asus VivoBook X515KA N6000/4GB/256GB/Win11 (BR109W),9090000,Asus,Intel Pentium,4,15.6,Card tích hợp - Intel UHD Graphics,SSD,Hỗ trợ khe cắm HDD SATA,Windows 11 Home SL,1.8,,2022,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ka-n6000-br109w
Laptop HP 14s fq1080AU R3 5300U/4GB/256GB/Win11 (4K0Z7PA),8990000,HP,AMD Ryzen 3,4,14,Card tích hợp - AMD Radeon Graphics,SSD,Hỗ trợ khe cắm HDD SATA,Windows 11 Home SL,1.47,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-14s-fq1080au-r3-4k0z7pa-win11
Laptop HP 240 G8 N5030/4GB/256GB/Win10 (604K1PA),8490000,HP,Intel Pentium,4,14,Card tích hợp - Intel UHD Graphics 605,SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 10 Home SL,1.47,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/hp-240-g8-n5030-4gb-256gb-win10-604k1pa
Laptop itel SPIRIT 1 i5 8259U/8GB/256GB/Win11 (71006300036),7890000,itel,Intel Core i5 Coffee Lake,8,15.6,Card tích hợp - Intel Iris Plus Graphics 655,SSD,256 GB SSD M.2 SATA 3 (Có thể tháo ra lắp thanh khác tối đa 1 TB),Windows 11 Home SL,2.1,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/itel-spirit-1-i5-71006300036
Laptop Asus VivoBook X515MA N4020/4GB/256GB/Win11 (BR480W),7690000,Asus,Intel Celeron,4,15.6,Card tích hợp - Intel UHD Graphics 600,SSD,Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB),Windows 11 Home SL,1.8,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x515ma-n4020-br480w
Laptop CHUWI GemiBook J4125/8GB/256GB/Win10,9490000,Chuwi,Intel Celeron,8,13,Card tích hợp - Intel UHD Graphics 600,SSD,256 GB SSD,Windows 10 Home SL,1.34,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/chuwi-gemibook-j4125
Laptop itel SPIRIT 1 i3 8109U/4GB/256GB/Win11 (71006300035),7090000,itel,Intel Core i3 Coffee Lake,4,15.6,Card tích hợp - Intel Iris Plus Graphics 655,SSD,256 GB SSD M.2 SATA 3 (Có thể tháo ra lắp thanh khác tối đa 1 TB),Windows 11 Home SL,2.1,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/itel-spirit-1-i3-71006300035
Laptop Asus Vivobook X415MA N4020/4GB/256GB/Win11 (BV702W),6990000,Asus,Intel Celeron,4,14,Card tích hợp - Intel UHD Graphics 600,SSD,256 GB SSD NVMe PCIe,Windows 11 Home SL,1.6,,2021,Dienmayxanh,https://www.dienmayxanh.com/laptop/asus-vivobook-x415ma-n4020-bv702w
